corrida_id,grupo_calibracion_id,ejecucion,id_prueba,lote,fecha,material,espesor_mm,operacion,velocidad_mm_min,potencia_pct,pasadas,x_mm,y_mm,tamano_celda_mm,area_material_mm2,tiempo_estimado_celda_s,corte_pasante,carbonizacion_1a5,kwh_corrida_medido,tiempo_real_corrida_s,foto,notas
MDF-Trupan_3mm_grabado_2026-09-04_L06,,,G-001,L06,2026-09-04,MDF Trupan,3.0,grabado,2000,8,1,5.0,0.0,4.5,0.0,7.7,no,5,0.01,145,,
MDF-Trupan_3mm_grabado_2026-09-04_L06,,,G-002,L06,2026-09-04,MDF Trupan,3.0,grabado,2000,10,1,5.0,7.5,4.5,0.0,7.7,no,5,0.01,145,,
